,Date,Country,Area,Location,Activity,Age,Time,Species,Month,Fatal,Sex
1843,09-Jul-2002,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",non representative,41,Unkown,"Mako shark, 400-lb ",July,F,M
1844,10-Jul-2002,BRAZIL,Pernambuco,"Piedade Beach, Recife",surfing,22,afternoon,Bull or tiger shark,July,N,M
1845,04-Jul-2002,USA,North Carolina,"Wrightsville Beach, New Hanover County",walking,9,Unkown,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",July,N,F
1846,20-Jun-2002,AUSTRALIA,Queensland,Sunshine Beach,surfing,30,morning,White shark,June,N,M
1847,20-Jun-2002,USA,Florida,"New Smyrna Beach, Volusia County",swimming,11,Unkown,White shark,June,N,F
1848,16-Jun-2002,INDONESIA,Unkown,"Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand",non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,June,N,M
1849,Reported 13-Jun-2002,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",non representative,27.34582218257508,Unkown,White shark,June,N,M
1850,Reported 13-Jun-2002,PAPUA NEW GUINEA,Louisiade Archipelago,"Gawa Reefs, Sudest Island",non representative,27.34582218257508,Unkown,White shark,June,F,M
1851,11-Jun-2002,USA,Hawaii,"Anini Beach, Kaua'i",surfing,27.34582218257508,Unkown,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  ",June,N,M
1852,10-Jun-2002,USA,Florida,"St Augustine Beach, St Johns County",surfing,28,afternoon,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,June,N,M
1853,09-Jun-2002,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",surfing,50,Unkown,  ,June,N,M
1854,09-Jun-2002,USA,Florida,"Jensen Beach, Martin County ",swimming,10,afternoon,White shark,June,N,M
1855,03-Jun-2002,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,non representative,50,Unkown,1.5 to 2.5 m [5' to 8.25'] copper shark,June,N,M
1856,31-May-2002,USA,California,"Stinson Beach, Marin County",surfing,24,Unkown,3.7 m to 4.3 m [12' to 14'] white shark,May,N,M
1857,31-May-2002,USA,Florida,"St. George Island (near Apachicola), Franklin County",non representative,16,Unkown,1 m  shark,May,N,M
1858,22-May-2002,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ",non representative,55,Unkown,3' blacktip shark,May,N,M
1859,22-May-2002,USA,Florida,"Atlantic Avenue, Palm Beach County",non representative,35,Unkown,White shark,May,N,M
1860,Reported 21-May-2002,COSTA RICA,Guanacaste,Playa Grande,surfing,27.34582218257508,Unkown,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",May,N,M
1861,21-May-2002,PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,non representative,14,Unkown,White shark,May,N,M
1862,13-May-2002,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",non representative,31,Unkown,2.1 m to 2.4 m [7' to 8'] shark,May,N,M
1863,10-May-2002,BRAZIL,Pernambuco,"Pina, Recife",surfing,40,evening,White shark,May,N,M
1864,07-May-2002,AUSTRALIA,Northern Territory,Darwin,non representative,20,Unkown,White shark,May,N,M
1865,30-Apr-2002,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",non representative,23,Unkown,"White shark, 6m [20']",April,F,M
1866,21-Apr-2002,AUSTRALIA,New South Wales,26 nautical miles out to sea off Lake Macquarie,non representative,52,Unkown,Invalid,April,N,M
1867,20-Apr-2002,USA,Florida,"St. Augustine Beach, St. Johns County",non representative,34,morning,1.2 m [4'] shark,April,N,M
1868,18-Apr-2002,USA,Florida,"New Smyrna Beach, Volusia County",surfing,28,Unkown,White shark,April,N,M
1869,12-Apr-2002,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",swimming,45,evening,White shark,April,N,M
1870,09-Apr-2002,BAHAMAS,Abaco Islands,Walkers Cay,walking,43,Unkown,"Bull shark, 400-lb ",April,N,M
1871,02-Apr-2002,USA,Florida,"New Smyrna Beach, Volusia County",fishing,41,afternoon,3'  shark,April,N,M
1872,01-Apr-2002,USA,Florida,"Lauderdale-By-The-Sea, Broward County",non representative,29,morning,0.9 m [3'] shark,April,N,M
1873,25-Mar-2002,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",non representative,17,afternoon,Tiger shark,March,N,M
1874,25-Mar-2002,USA,Florida,"Cocoa Beach, Brevard County",fishing,11,Unkown,  ,March,N,F
1875,24-Mar-2002,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",swimming,16,evening,White shark,March,F,M
1876,19-Mar-2002,USA,Florida,"Daytona Beach Shores, Volusia County",non representative,20,Unkown,4' shark,March,N,M
1877,15-Mar-2002,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",non representative,39,morning,"Nurse shark, 1m ",March,N,M
1878,15-Mar-2002,USA,Florida,"New Smyrna Beach, Volusia County",surfing,31,Unkown,"Spinner shark, 3' to 4' ",March,N,M
1879,03-Mar-2002,NEW CALEDONIA,Loyalty Islands,Lifou,fishing,44,Unkown,Shark involvement prior to death unconfired,March,N,M
1880,23-Feb-2002,TURKS & CAICOS,Unkown,Unkown,non representative,27.34582218257508,Unkown,White shark,February,F,M
1881,16-Feb-2002,AUSTRALIA,Queensland,Sunshine Beach,surfing,30 or 36,Unkown,"1.5 m [5'] ""whaler shark""",February,N,M
1882,11-Feb-2002,FIJI,Cikobia Island (north of Vanua Levu),Unkown,non representative,15,night,White shark,February,F,M
1883,07-Feb-2002,AUSTRALIA,New South Wales,Paramatta River (near Sydney),non representative,35,Unkown,C. leucas tooth fragment recovered from kayak,February,N,M
1884,30-Jan-2002,AUSTRALIA,New South Wales,Just north of Fingal Spit,surfing,20,Unkown,"Tiger shark, 3 m [10']",January,N,M
1885,30-Jan-2002,AUSTRALIA,Western Australia,Collie River ,swimming,32,Unkown,White shark,January,N,M
1886,04-Jan-2002,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,non representative,16,night,Zambesi shark?,January,N,M
1887,03-Jan-2002,BRAZIL,Pernambuco,Candeias,swimming,27.34582218257508,Unkown,White shark,January,F,M
1888,01-Jan-2002,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,surfing,26,Unkown,Unidentified,January,N,M
1889,01-Jan-2002,USA,Hawaii,"Olowalu, Maui",non representative,35,afternoon,"Tiger shark, 1.8 m [6'] ",January,N,M
1890,21-Dec-2001,AUSTRALIA,Western Australia,"Honeycombs, 250 km south of Perth",surfing,36,morning,White shark,December,N,M
1891,23-Nov-2001,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",surfing,49,Unkown,Bronze whaler shark,November,N,M
1892,14-Nov-2001,USA,Hawaii,"Kapalua, Maui",surfing,27.34582218257508,evening,White shark,November,N,M
1893,07-Nov-2001,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",surfing,27.34582218257508,Unkown,White shark,November,N,M
1894,07-Oct-2001,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,non representative,27.34582218257508,Unkown,"Mako shark, 2 m [6.75'] ",october,N,M
1895,02-Oct-2001,AUSTRALIA,Queensland,200 miles offshore,non representative,20,afternoon,Bronze whaler shark?,october,N,F
1896,30-Sep-2001,MEXICO,Guerrero,Ixtapa,non representative,26,Unkown,"Tiger shark, 1.8 m [6']",September,N,M
1897,30-Sep-2001,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane ",non representative,31,Unkown,4 m [13'] white shark,September,N,M
1898,24-Sep-2001,USA,Florida,"Ponce Inlet, Volusia County",non representative,21,Unkown,4' shark,September,N,M
1899,18-Sep-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,14,afternoon,White shark,September,N,M
1900,16-Sep-2001,USA,Florida,"2 miles off Pompano Beach, Broward County",non representative,42,Unkown,Questionable incident - shark bite may have precipitated drowning,September,F,M
1901,15-Sep-2001,USA,Florida,A quarter mile north of Fort Pierce Inlet,surfing,6½,afternoon,2' to 3.5' shark,September,N,M
1902,15-Sep-2001,USA,North Carolina,"North Topsail Beach, Onslow County",surfing,16,Unkown,White shark,September,N,M
1903,13-Sep-2001,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",non representative,27.34582218257508,Unkown,12' sandtiger shark,September,N,M
1904,08-Sep-2001,USA,Florida,"Everglades National Park, Monroe County",non representative,44,Unkown,White shark,September,N,M
1905,07-Sep-2001,USA,Florida,"Key Biscayne, Dade County",non representative,13,Unkown,White shark,September,N,M
1906,07-Sep-2001,USA,South Carolina,"Waites Island, Horry County",swimming,27.34582218257508,Unkown,Shark involvement not confirmed,September,N,F
1907,03-Sep-2001,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",swimming,28,evening,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,September,F,M
1908,03-Sep-2001,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",swimming,23,evening,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,September,N,F
1909,02-Sep-2001,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",fishing,20,afternoon,1.5 m [5'] shark,September,N,M
1910,01-Sep-2001,USA,Virginia,"Sandbridge Beach, Princess Anne County",swimming,10,evening,bull shark,September,F,M
1911,31-Aug-2001,BAHAMAS,Abaco Islands,North of Grand Cay,fishing,44,afternoon,3 m [10'] bull shark,August,N,M
1912,29-Aug-2001,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",walking,29,afternoon,White shark,August,N,F
1913,27-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",fishing,69,Unkown,White shark,August,N,M
1914,26-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,18,afternoon,White shark,August,N,M
1915,25-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,18,afternoon,White shark,August,N,M
1916,22-Aug-2001,USA,Florida,"Daytona, Volusia County ",surfing,17,Unkown,a small shark,August,N,M
1917,21-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,27,afternoon,White shark,August,N,M
1918,19-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,32,Unkown,White shark,August,N,M
1919,19-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,17,Unkown,White shark,August,N,F
1920,19-Aug-2001,USA,Florida,"Wilbur-by-the-Sea, Volusia County",surfing,17,Unkown,White shark,August,N,F
1921,18-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,20,afternoon,Possibly  a blacktip or spinner shark,August,N,M
1922,18-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,19,Unkown,"3' shark, possibly  a blacktip or spinner shark",August,N,M
1923,18-Aug-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,19,morning,"Blacktip shark, 5' to 6' ",August,N,M
1924,16-Aug-2001,BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",fishing,43,afternoon,1.9 m [6.5'] bull shark,August,N,M
1925,12-Aug-2001,THAILAND,Rayong Province,Laem Mae Pim Beach,non representative,21 & ?,Unkown,3 m [10'] shark,August,N,M
1926,05-Aug-2001,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",non representative,27.34582218257508,Unkown,White shark,August,N,F
1927,04-Aug-2001,BAHAMAS,Grand Bahama Island,Freeport,swimming,36,Unkown,White shark,August,N,M
1928,03-Aug-2001,ITALY,Unkown,Rimini,non representative,27.34582218257508,Unkown,White shark,August,N,M
1929,26-Jul-2001,USA,South Carolina,"Myrtle Beach, Horry County",non representative,27.34582218257508,Unkown,White shark,July,N,F
1930,25-Jul-2001,USA,Florida,"Taverniier, Monroe County",non representative,27.34582218257508,afternoon,White shark,July,N,M
1931,24-Jul-2001,USA,Florida,"Marathon , Monroe County",non representative,27.34582218257508,Unkown,Nurse shark,July,N,F
1932,21-Jul-2001,USA,Massachusetts,Chatham Island,non representative,27.34582218257508,Unkown,"Mako shark, 14' ",July,N,M
1933,15-Jul-2001,USA,Florida,"Santa Rosa Island, Escambia County",surfing,48,afternoon,White shark,July,N,M
1934,15-Jul-2001,USA,Florida,"Amelia Island, Nassau County",surfing,18,afternoon,0.9 m  [3'] shark,July,N,M
1935,06-Jul-2001,MEXICO,Baja California,Ensenada,surfing,42,evening,White shark,July,N,M
1936,06-Jul-2001,USA,Florida,Gulf Islands National Seashore,swimming,8,evening,"Bull shark, 2.3 m [7.5'] ",July,N,M
1937,03-Jul-2001,USA,South Carolina,"Isle of Palms, Charleston County ",non representative,27.34582218257508,Unkown,White shark,July,N,M
1938,Jul-2001,USA,Georgia,"Jekyll Island, Glynn County",non representative,35,evening,White shark,July,N,M
1939,12-Jun-2001,USA,Texas,Padre Island National Seashore,swimming,14,Unkown,1.5 m [5'] shark,June,N,M
1940,10-Jun-2001,USA,California,Catalina Island,fishing,52,morning,"White shark, 2.4 m to 3 m [8' to 10'] ",June,N,M
1941,09-Jun-2001,AUSTRALIA,New South Wales,Lord Howe Island (island group 440 miles northeast of Sydney),non representative,75,Unkown,Shark involvement prior to death was not confirmed,June,N,M
1942,03-Jun-2001,USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",fishing,29,Unkown,2' shark,June,N,F
1943,29-May-2001,USA,Texas,Galveston Island,non representative,16,Unkown,White shark,May,N,M
1944,23-May-2001,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",swimming,11,Unkown,1.2 m to 1.5 m [4.5' to 5'] shark,May,N,M
1945,20-May-2001,USA,South Carolina,"Fripp Island, Beaufort County",swimming,27.34582218257508,evening,White shark,May,N,M
1946,18-May-2001,PHILIPPINES,Zamboanga del Sur Province,Unkown,boating,24,Unkown,White shark,May,N,M
1947,11-May-2001,MADAGASCAR,Unkown,Shipwrecked Ferry M/V Samsonnette,non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,May,N,M
1948,08-May-2001,SOUTH AFRICA,Eastern Cape Province,East London,surfing,26,Unkown,"White shark, 2.7 m to 3 m [9' to 10'] ",May,N,M
1949,04-May-2001,AUSTRALIA,New South Wales,Noraville,surfing,33 or 37,Unkown,White shark,May,N,M
1950,03-May-2001,USA,Florida,"Jacksonville, Duval County",surfing,45,evening,1.2 m to 1.5 m [4' to 5'] shark,May,N,M
1951,May-2001,FIJI,Taveuni,Unkown,non representative,27.34582218257508,Unkown,White shark,May,F,M
1952,28-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,14,Unkown,White shark,April,N,M
1953,13-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,16,morning,White shark,April,N,M
1954,13-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,12,Unkown,Possibly a juvenile blacktip or spinner shark,April,N,M
1955,12-Apr-2001,USA,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",non representative,mid-30s,afternoon,White shark,April,N,M
1956,12-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,38,Unkown,White shark,April,N,M
1957,12-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,21,Unkown,Possibly a juvenile blacktip or spinner shark,April,N,M
1958,12-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",non representative,12,Unkown,Possibly a juvenile blacktip or spinner shark,April,N,M
1959,12-Apr-2001,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",surfing,22,Unkown,Possibly a 1.5 m [5'] blacktip or spinner shark,April,N,M
1960,11-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,19,Unkown,Possibly a juvenile blacktip or spinner shark,April,N,M
1961,11-Apr-2001,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",surfing,22,Unkown,White shark,April,N,M
1962,11-Apr-2001,USA,Hawaii,"Ewa Beach, O'ahu",surfing,27.34582218257508,morning,"1 m shark, possibly whitetip reef shark",April,N,M
1963,10-Apr-2001,USA,Florida,"New Smyrna Beach, Volusia County",surfing,16,Unkown,Possibly a juvenile blacktip or spinner shark,April,N,M
1964,08-Apr-2001,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,surfing,46,morning,"White shark, 2.7 m [9'] ",April,N,M
1965,08-Apr-2001,AUSTRALIA,New South Wales,Bronte Beach,non representative,27.34582218257508,Unkown,Wobbegong shark,April,N,M
1966,05-Apr-2001,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",non representative,26,Unkown,"""small shark""",April,N,M
1967,02-Ap-2001,BRAZIL,Rio Grande de Norte,"Praia de Camapum, Macau",non representative,12,Unkown,White shark,Unkown,N,F
1968,02-Apr-2001,AUSTRALIA,New South Wales,Nambucca River Entrance,surfing,40,morning,Bronze whaler shark,April,N,M
1969,23-Mar-2001,USA,Hawaii,"Sandy Beach, Oahu",non representative,27.34582218257508,Unkown,White shark,March,N,M
1970,09-Mar-2001,USA,Florida,"Coral Cove Park, Jupiter Island, Martin County",surfing,27.34582218257508,Unkown,"Spinner shark, 1.2 m to 1.5 m [4' to 5'] ",March,N,M
1971,08-Mar-2001,BRAZIL,Bahia,Nova Vicosa,non representative,12,Unkown,Shark involvement not confirmed,March,N,M
1972,03-Mar-2001,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",swimming,20,Unkown,White shark,March,F,M
1973,Mar-2001,CARIBBEAN SEA,Unkown,Between St. Maarten & Anguilla,non representative,27.34582218257508,Unkown,"Tiger shark, 8' ",March,F,M
1974,26-Feb-2001,AUSTRALIA,Western Australia,Albany (incident took place 200 metres from swimmers),non representative,27.34582218257508,Unkown,"White shark, 5 m [16.5'] ",February,N,M
1975,11-Feb-2001,MALAYSIA,Off the western coast of peninsular Malaysia,Pulau Pangkor (Pangkor Island),non representative,27.34582218257508,Unkown,Shark involvement prior to death was not confirmed,February,N,F
1976,04-Feb-2001,AUSTRALIA,New South Wales,Broome Head,surfing,40,Unkown,"Bronze whaler shark, 2.5 m [8.25']  k",February,N,M
1977,Reported  24-Jan-2001,AUSTRALIA,New South Wales,South West Rocks,non representative,35,Unkown,5 m shark,January,N,M
1978,24-Jan-2001,CUBA,Holquin Province,Off Blau Costa Verde resort,swimming,55,Unkown,2 m [6.75'] shark,January,N,F
1979,21-Jan-2001,AUSTRALIA,South Australia,Adelaide,non representative,27.34582218257508,Unkown,"White shark, 4.3 m [14'] ",January,N,M
1980,09-Jan-2001,USA,California,"Sunset Cliffs, San Diego",surfing,27.34582218257508,Unkown,"1.8 m to 2.4 m [6' to 8'] ""black finned shark""",January,N,M
1981,06-Jan-2001,NEW ZEALAND,North Island,Sandy Bay/Whananaki,non representative,27.34582218257508,Unkown,White shark,January,N,M
1982,24-Dec-2000,AUSTRALIA,Queensland,Flinders Cay,non representative,23,Unkown,White shark,December,N,M
1983,12-Dec-2000,FIJI,Taveuni,Garden Island Resort,non representative,47,afternoon,6 m [20'] shark,December,F,M
1984,11-Dec-2000,AUSTRALIA,South Australia,"3 km off Port Victoria, Yorke Peninsula",non representative,27.34582218257508,Unkown,"White shark, 4.5 m [14'9""] ",December,N,M
1985,05-Dec-2000,CANADA,New Brunswick,Bay of Fundy,non representative,30,Unkown,"Porbeagle shark, 3 m [10']rk",December,N,M
1986,03-Dec-2000,AUSTRALIA,Queensland,"Sykes Reef, Great Barrier Reef",fishing,38,morning,"Bronze whaler shark, 2.5 m [8.25'] ",December,N,M
1987,Dec-2000,NEW ZEALAND,Cook Islands,"Arorangi, Rarotonga",surfing,27.34582218257508,Unkown,White shark,December,F,F
1988,21-Nov-2000,AUSTRALIA,Queensland,Orpheus Island,non representative,28,Unkown,"Tiger shark, 4 m ",November,N,M
1989,20-Nov-2000,AUSTRALIA,South Australia,Ceduna,non representative,47,Unkown,Shark involvement not confirmed,November,N,M
1990,17-Nov-2000,USA,Florida,"Bonita Springs, Lee County",swimming,73,afternoon,1.2 m to 1.8 m [4' to 6'] shark,November,N,M
1991,10-Nov-2000,USA,Florida,"Vaughn Beach, Flagler County",walking,27,Unkown,Invalid,November,N,F
1992,06-Nov-2000,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",swimming,52,morning,"White shark, 4.9 m [16'] ",November,N,M
1993,06-Nov-2000,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",swimming,49,morning,"White shark, 5 m [16.5'] ",November,F,M
1994,04-Nov-2000,USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",surfing,27,afternoon,"White shark, 2.4 m to 3 m [8' to 10'] ",November,N,M
1995,29-Oct-2000,AUSTRALIA,Queensland,Peel Island,fishing,31,night,White shark,october,N,M
1996,20-Oct-2000,USA,Florida,"Fort Pierce Inlet State Park, St Lucie County",surfing,23,evening,White shark,october,N,M
1997,18-Oct-2000,USA,Hawaii,Olowalu,non representative,56,Unkown,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",october,N,F
1998,14-Oct-2000,USA,Florida,"South Beach, Sebastian, Indian River County",swimming,69,afternoon,White shark,october,N,M
1999,09-Oct-2000,USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",surfing,17,morning,2.1 to 2.4 m [7' to 8'] shark,october,N,M
2000,06-Oct-2000,USA,Florida,"New Smyrna Beach, Volusia County",surfing,23,afternoon,"Blacktip shark, 2' ",october,N,M
2001,06-Oct-2000,USA,Florida,"New Smyrna Beach, Volusia County",non representative,11,Unkown,White shark,october,N,M
